attendance,away_team,away_team_errors,away_team_hits,away_team_runs,boxscore_url,date,field_type,game_duration,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,start_time,venue
41283,Atlanta Braves,3,7,0,https://www.baseball-reference.com/boxes/SFN/SFN201608260.shtml,"Friday, August 26, 2016",,2:51,"Night Game, on grass",San Francisco Giants,0,10,7,Start Time: 7:16 p.m. Local,AT&T Park
31111,Philadelphia Phillies,0,7,4,https://www.baseball-reference.com/boxes/NYN/NYN201608260.shtml,"Friday, August 26, 2016",,2:56,"Night Game, on grass",New York Mets,0,11,9,Start Time: 7:10 p.m. Local,Citi Field
38423,Baltimore Orioles,3,7,4,https://www.baseball-reference.com/boxes/NYA/NYA201608260.shtml,"Friday, August 26, 2016",,2:51,"Night Game, on grass",New York Yankees,1,18,14,Start Time: 7:08 p.m. Local,Yankee Stadium III
40023,New York Mets,1,15,10,https://www.baseball-reference.com/boxes/SLN/SLN201608250.shtml,"Thursday, August 25, 2016",,3:28,"Night Game, on grass",St. Louis Cardinals,2,11,6,Start Time: 6:16 p.m. Local,Busch Stadium III
26437,Detroit Tigers,0,11,8,https://www.baseball-reference.com/boxes/MIN/MIN201608250.shtml,"Thursday, August 25, 2016",,2:49,"Day Game, on grass",Minnesota Twins,1,9,5,Start Time: 12:10 p.m. Local,Target Field
20296,Pittsburgh Pirates,0,7,3,https://www.baseball-reference.com/boxes/MIL/MIL201608250.shtml,"Thursday, August 25, 2016",,3:20,"Night Game, on grass",Milwaukee Brewers,1,5,2,Start Time: 7:10 p.m. Local,Miller Park
19045,Kansas City Royals,3,8,5,https://www.baseball-reference.com/boxes/MIA/MIA201608250.shtml,"Thursday, August 25, 2016",,3:13,"Night Game, on grass",Miami Marlins,3,8,2,Start Time: 7:12 p.m. Local,Marlins Park
53297,San Francisco Giants,0,8,4,https://www.baseball-reference.com/boxes/LAN/LAN201608250.shtml,"Thursday, August 25, 2016",,3:02,"Night Game, on grass",Los Angeles Dodgers,1,1,0,Start Time: 7:11 p.m. Local,Dodger Stadium
19072,Seattle Mariners,1,8,6,https://www.baseball-reference.com/boxes/CHA/CHA201608250.shtml,"Thursday, August 25, 2016",,3:06,"Night Game, on grass",Chicago White Sox,1,11,7,Start Time: 7:10 p.m. Local,U.S. Cellular Field
18698,Atlanta Braves,1,8,3,https://www.baseball-reference.com/boxes/ARI/ARI201608250.shtml,"Thursday, August 25, 2016",,2:55,"Night Game, on grass",Arizona Diamondbacks,1,2,1,Start Time: 6:40 p.m. Local,Chase Field
39100,Baltimore Orioles,0,12,10,https://www.baseball-reference.com/boxes/WAS/WAS201608240.shtml,"Wednesday, August 24, 2016",,3:28,"Night Game, on grass",Washington Nationals,2,15,8,Start Time: 7:06 p.m. Local,Nationals Park
44404,Los Angeles Angels of Anaheim,0,17,8,https://www.baseball-reference.com/boxes/TOR/TOR201608240.shtml,"Wednesday, August 24, 2016",,3:21,"Night Game, on turf",Toronto Blue Jays,0,9,2,Start Time: 7:07 p.m. Local,Rogers Centre
11896,Boston Red Sox,1,9,3,https://www.baseball-reference.com/boxes/TBA/TBA201608240.shtml,"Wednesday, August 24, 2016",,3:41,"Night Game, on turf",Tampa Bay Rays,0,12,4,Start Time: 7:10 p.m. Local,Tropicana Field
40053,New York Mets,0,4,1,https://www.baseball-reference.com/boxes/SLN/SLN201608240.shtml,"Wednesday, August 24, 2016",,2:55,"Night Game, on grass",St. Louis Cardinals,1,19,8,Start Time: 7:15 p.m. Local,Busch Stadium III
41536,New York Yankees,0,9,5,https://www.baseball-reference.com/boxes/SEA/SEA201608240.shtml,"Wednesday, August 24, 2016",,3:18,"Day Game, on grass",Seattle Mariners,0,8,0,Start Time: 12:40 p.m. Local,Safeco Field
30033,Chicago Cubs,1,10,6,https://www.baseball-reference.com/boxes/SDN/SDN201608240.shtml,"Wednesday, August 24, 2016",,2:55,"Day Game, on grass",San Diego Padres,1,6,3,Start Time: 12:42 p.m. Local,Petco Park
23717,Houston Astros,0,7,5,https://www.baseball-reference.com/boxes/PIT/PIT201608240.shtml,"Wednesday, August 24, 2016",,2:56,"Day Game, on grass",Pittsburgh Pirates,1,11,4,Start Time: 12:38 p.m. Local,PNC Park
12795,Cleveland Indians,1,9,1,https://www.baseball-reference.com/boxes/OAK/OAK201608240.shtml,"Wednesday, August 24, 2016",,2:37,"Day Game, on grass",Oakland Athletics,0,10,5,Start Time: 12:37 p.m. Local,Oakland-Alameda County Coliseum
24309,Detroit Tigers,1,14,9,https://www.baseball-reference.com/boxes/MIN/MIN201608240.shtml,"Wednesday, August 24, 2016",,3:04,"Night Game, on grass",Minnesota Twins,1,8,4,Start Time: 7:10 p.m. Local,Target Field
26702,Colorado Rockies,0,6,1,https://www.baseball-reference.com/boxes/MIL/MIL201608240.shtml,"Wednesday, August 24, 2016",,3:01,"Day Game, on grass",Milwaukee Brewers,1,10,7,Start Time: 1:10 p.m. Local,Miller Park
17894,Kansas City Royals,0,8,0,https://www.baseball-reference.com/boxes/MIA/MIA201608240.shtml,"Wednesday, August 24, 2016",,2:35,"Night Game, on grass",Miami Marlins,1,7,3,Start Time: 7:10 p.m. Local,Marlins Park
43957,San Francisco Giants,0,6,0,https://www.baseball-reference.com/boxes/LAN/LAN201608240.shtml,"Wednesday, August 24, 2016",,2:47,"Night Game, on grass",Los Angeles Dodgers,0,5,1,Start Time: 7:10 p.m. Local,Dodger Stadium
16100,Texas Rangers,1,7,6,https://www.baseball-reference.com/boxes/CIN/CIN201608240.shtml,"Wednesday, August 24, 2016",,2:44,"Night Game, on grass",Cincinnati Reds,1,4,5,Start Time: 7:11 p.m. Local,Great American Ball Park
15630,Philadelphia Phillies,0,10,5,https://www.baseball-reference.com/boxes/CHA/CHA201608240.shtml,"Wednesday, August 24, 2016",,2:44,"Night Game, on grass",Chicago White Sox,0,7,3,Start Time: 7:10 p.m. Local,U.S. Cellular Field
15376,Atlanta Braves,0,14,9,https://www.baseball-reference.com/boxes/ARI/ARI201608240.shtml,"Wednesday, August 24, 2016",,4:46,"Night Game, on grass",Arizona Diamondbacks,0,18,10,Start Time: 6:40 p.m. Local,Chase Field
46696,Los Angeles Angels of Anaheim,0,8,2,https://www.baseball-reference.com/boxes/TOR/TOR201608230.shtml,"Tuesday, August 23, 2016",,2:38,"Night Game, on turf",Toronto Blue Jays,0,10,7,Start Time: 7:08 p.m. Local,Rogers Centre
11249,Boston Red Sox,0,5,2,https://www.baseball-reference.com/boxes/TBA/TBA201608230.shtml,"Tuesday, August 23, 2016",,3:09,"Night Game, on turf",Tampa Bay Rays,1,6,1,Start Time: 7:10 p.m. Local,Tropicana Field
40082,New York Mets,0,12,7,https://www.baseball-reference.com/boxes/SLN/SLN201608230.shtml,"Tuesday, August 23, 2016",,3:12,"Night Game, on grass",St. Louis Cardinals,0,9,4,Start Time: 7:15 p.m. Local,Busch Stadium III
24628,New York Yankees,0,9,5,https://www.baseball-reference.com/boxes/SEA/SEA201608230.shtml,"Tuesday, August 23, 2016",,2:45,"Night Game, on grass",Seattle Mariners,2,4,1,Start Time: 7:10 p.m. Local,Safeco Field
33614,Chicago Cubs,0,10,5,https://www.baseball-reference.com/boxes/SDN/SDN201608230.shtml,"Tuesday, August 23, 2016",,2:55,"Night Game, on grass",San Diego Padres,1,4,3,Start Time: 7:10 p.m. Local,Petco Park
28760,Houston Astros,1,6,1,https://www.baseball-reference.com/boxes/PIT/PIT201608230.shtml,"Tuesday, August 23, 2016",,2:32,"Night Game, on grass",Pittsburgh Pirates,0,11,7,Start Time: 7:07 p.m. Local,PNC Park
13141,Cleveland Indians,1,4,1,https://www.baseball-reference.com/boxes/OAK/OAK201608230.shtml,"Tuesday, August 23, 2016",,2:43,"Night Game, on grass",Oakland Athletics,0,13,9,Start Time: 7:07 p.m. Local,Oakland-Alameda County Coliseum
24379,Detroit Tigers,0,14,8,https://www.baseball-reference.com/boxes/MIN/MIN201608230.shtml,"Tuesday, August 23, 2016",,2:45,"Night Game, on grass",Minnesota Twins,1,6,3,Start Time: 7:10 p.m. Local,Target Field
21460,Colorado Rockies,0,11,4,https://www.baseball-reference.com/boxes/MIL/MIL201608230.shtml,"Tuesday, August 23, 2016",,3:29,"Night Game, on grass",Milwaukee Brewers,0,8,6,Start Time: 7:10 p.m. Local,Miller Park
18513,Kansas City Royals,0,6,1,https://www.baseball-reference.com/boxes/MIA/MIA201608230.shtml,"Tuesday, August 23, 2016",,2:50,"Night Game, on grass",Miami Marlins,0,7,0,Start Time: 7:11 p.m. Local,Marlins Park
46899,San Francisco Giants,0,9,5,https://www.baseball-reference.com/boxes/LAN/LAN201608230.shtml,"Tuesday, August 23, 2016",,3:36,"Night Game, on grass",Los Angeles Dodgers,0,14,9,Start Time: 7:10 p.m. Local,Dodger Stadium
16668,Texas Rangers,0,5,0,https://www.baseball-reference.com/boxes/CIN/CIN201608230.shtml,"Tuesday, August 23, 2016",,2:39,"Night Game, on grass",Cincinnati Reds,0,6,3,Start Time: 7:10 p.m. Local,Great American Ball Park
18843,Philadelphia Phillies,0,5,1,https://www.baseball-reference.com/boxes/CHA/CHA201608230.shtml,"Tuesday, August 23, 2016",,2:38,"Night Game, on grass",Chicago White Sox,0,11,9,Start Time: 7:10 p.m. Local,U.S. Cellular Field
26697,Washington Nationals,1,10,1,https://www.baseball-reference.com/boxes/BAL/BAL201608230.shtml,"Tuesday, August 23, 2016",,3:12,"Night Game, on grass",Baltimore Orioles,0,13,8,Start Time: 7:07 p.m. Local,Oriole Park at Camden Yards
18780,Atlanta Braves,0,12,7,https://www.baseball-reference.com/boxes/ARI/ARI201608230.shtml,"Tuesday, August 23, 2016",,3:23,"Night Game, on grass",Arizona Diamondbacks,2,5,4,Start Time: 6:40 p.m. Local,Chase Field
13576,Boston Red Sox,0,9,6,https://www.baseball-reference.com/boxes/TBA/TBA201608220.shtml,"Monday, August 22, 2016",,3:13,"Night Game, on turf",Tampa Bay Rays,1,5,2,Start Time: 7:10 p.m. Local,Tropicana Field
24384,New York Yankees,0,9,5,https://www.baseball-reference.com/boxes/SEA/SEA201608220.shtml,"Monday, August 22, 2016",,2:56,"Night Game, on grass",Seattle Mariners,0,10,7,Start Time: 7:10 p.m. Local,Safeco Field
31707,Chicago Cubs,1,11,5,https://www.baseball-reference.com/boxes/SDN/SDN201608220.shtml,"Monday, August 22, 2016",,3:19,"Night Game, on grass",San Diego Padres,0,6,1,Start Time: 7:10 p.m. Local,Petco Park
24017,Houston Astros,2,5,3,https://www.baseball-reference.com/boxes/PIT/PIT201608220.shtml,"Monday, August 22, 2016",,2:17,"Night Game, on grass",Pittsburgh Pirates,1,5,1,Start Time: 7:08 p.m. Local,PNC Park
10114,Cleveland Indians,1,7,1,https://www.baseball-reference.com/boxes/OAK/OAK201608220.shtml,"Monday, August 22, 2016",,2:29,"Night Game, on grass",Oakland Athletics,0,4,0,Start Time: 7:07 p.m. Local,Oakland-Alameda County Coliseum
20458,Colorado Rockies,2,7,2,https://www.baseball-reference.com/boxes/MIL/MIL201608220.shtml,"Monday, August 22, 2016",,2:54,"Night Game, on grass",Milwaukee Brewers,0,4,4,Start Time: 6:20 p.m. Local,Miller Park
15690,Los Angeles Dodgers,1,21,18,https://www.baseball-reference.com/boxes/CIN/CIN201608220.shtml,"Monday, August 22, 2016",,4:02,"Day Game, on grass",Cincinnati Reds,0,14,9,Start Time: 12:36 p.m. Local,Great American Ball Park
31660,Washington Nationals,0,5,3,https://www.baseball-reference.com/boxes/BAL/BAL201608220.shtml,"Monday, August 22, 2016",,2:31,"Night Game, on grass",Baltimore Orioles,0,5,4,Start Time: 7:07 p.m. Local,Oriole Park at Camden Yards
15789,Atlanta Braves,0,12,8,https://www.baseball-reference.com/boxes/ARI/ARI201608220.shtml,"Monday, August 22, 2016",,3:18,"Night Game, on grass",Arizona Diamondbacks,0,16,9,Start Time: 6:40 p.m. Local,Chase Field
17685,Texas Rangers,1,7,4,https://www.baseball-reference.com/boxes/TBA/TBA201608210.shtml,"Sunday, August 21, 2016",,3:01,"Day Game, on turf",Tampa Bay Rays,0,8,8,Start Time: 1:11 p.m. Local,Tropicana Field
41377,New York Mets,0,4,2,https://www.baseball-reference.com/boxes/SFN/SFN201608210.shtml,"Sunday, August 21, 2016",,2:25,"Night Game, on grass",San Francisco Giants,0,3,0,Start Time: 5:08 p.m. Local,AT&T Park
35833,Milwaukee Brewers,1,10,7,https://www.baseball-reference.com/boxes/SEA/SEA201608210.shtml,"Sunday, August 21, 2016",,3:13,"Day Game, on grass",Seattle Mariners,0,11,6,Start Time: 1:11 p.m. Local,Safeco Field
28150,Arizona Diamondbacks,0,5,1,https://www.baseball-reference.com/boxes/SDN/SDN201608210.shtml,"Sunday, August 21, 2016",,2:30,"Day Game, on grass",San Diego Padres,1,11,9,Start Time: 1:42 p.m. Local,Petco Park
28616,Miami Marlins,2,6,3,https://www.baseball-reference.com/boxes/PIT/PIT201608210.shtml,"Sunday, August 21, 2016",,2:55,"Day Game, on grass",Pittsburgh Pirates,2,5,2,Start Time: 1:38 p.m. Local,PNC Park
20127,St. Louis Cardinals,0,13,9,https://www.baseball-reference.com/boxes/PHI/PHI201608210.shtml,"Sunday, August 21, 2016",,3:07,"Day Game, on grass",Philadelphia Phillies,0,9,0,Start Time: 1:38 p.m. Local,Citizens Bank Park
31032,Boston Red Sox,0,7,5,https://www.baseball-reference.com/boxes/DET/DET201608210.shtml,"Sunday, August 21, 2016",,3:09,"Day Game, on grass",Detroit Tigers,0,10,10,Start Time: 1:10 p.m. Local,Comerica Park
46206,Chicago Cubs,4,7,4,https://www.baseball-reference.com/boxes/COL/COL201608210.shtml,"Sunday, August 21, 2016",,3:00,"Day Game, on grass",Colorado Rockies,0,14,11,Start Time: 2:10 p.m. Local,Coors Field
26696,Toronto Blue Jays,0,7,2,https://www.baseball-reference.com/boxes/CLE/CLE201608210.shtml,"Sunday, August 21, 2016",,2:53,"Day Game, on grass",Cleveland Indians,0,9,3,Start Time: 1:11 p.m. Local,Progressive Field
28752,Los Angeles Dodgers,0,8,4,https://www.baseball-reference.com/boxes/CIN/CIN201608210.shtml,"Sunday, August 21, 2016",,2:55,"Day Game, on grass",Cincinnati Reds,0,9,0,Start Time: 1:12 p.m. Local,Great American Ball Park
23030,Oakland Athletics,1,10,2,https://www.baseball-reference.com/boxes/CHA/CHA201608210.shtml,"Sunday, August 21, 2016",,2:42,"Day Game, on grass",Chicago White Sox,0,11,4,Start Time: 1:10 p.m. Local,U.S. Cellular Field
29734,Houston Astros,0,9,5,https://www.baseball-reference.com/boxes/BAL/BAL201608210.shtml,"Sunday, August 21, 2016",,2:32,"Night Game, on grass",Baltimore Orioles,1,6,3,Start Time: 5:40 p.m. Local,Oriole Park at Camden Yards
25341,Washington Nationals,5,8,6,https://www.baseball-reference.com/boxes/ATL/ATL201608210.shtml,"Sunday, August 21, 2016",,3:36,"Day Game, on grass",Atlanta Braves,0,9,7,Start Time: 1:36 p.m. Local,Turner Field
40309,New York Yankees,0,6,0,https://www.baseball-reference.com/boxes/ANA/ANA201608210.shtml,"Sunday, August 21, 2016",,2:39,"Day Game, on grass",Los Angeles Angels of Anaheim,0,8,2,Start Time: 12:37 p.m. Local,Angel Stadium of Anaheim
16505,Texas Rangers,0,9,2,https://www.baseball-reference.com/boxes/TBA/TBA201608200.shtml,"Saturday, August 20, 2016",,2:56,"Night Game, on turf",Tampa Bay Rays,1,12,8,Start Time: 6:10 p.m. Local,Tropicana Field
41125,New York Mets,0,13,9,https://www.baseball-reference.com/boxes/SFN/SFN201608200.shtml,"Saturday, August 20, 2016",,3:21,"Day Game, on grass",San Francisco Giants,0,11,5,Start Time: 1:06 p.m. Local,AT&T Park
29170,Milwaukee Brewers,1,7,2,https://www.baseball-reference.com/boxes/SEA/SEA201608200.shtml,"Saturday, August 20, 2016",,2:53,"Night Game, on grass",Seattle Mariners,0,12,8,Start Time: 6:11 p.m. Local,Safeco Field
32599,Arizona Diamondbacks,1,4,2,https://www.baseball-reference.com/boxes/SDN/SDN201608200.shtml,"Saturday, August 20, 2016",,2:52,"Night Game, on grass",San Diego Padres,4,3,1,Start Time: 5:40 p.m. Local,Petco Park
37828,Miami Marlins,0,6,3,https://www.baseball-reference.com/boxes/PIT/PIT201608200.shtml,"Saturday, August 20, 2016",,2:30,"Night Game, on grass",Pittsburgh Pirates,1,4,1,Start Time: 7:08 p.m. Local,PNC Park
32288,St. Louis Cardinals,0,9,2,https://www.baseball-reference.com/boxes/PHI/PHI201608200.shtml,"Saturday, August 20, 2016",,2:56,"Night Game, on grass",Philadelphia Phillies,0,11,4,Start Time: 7:09 p.m. Local,Citizens Bank Park
29268,Minnesota Twins,0,4,0,https://www.baseball-reference.com/boxes/KCA/KCA201608200.shtml,"Saturday, August 20, 2016",,2:31,"Night Game, on grass",Kansas City Royals,0,17,10,Start Time: 6:16 p.m. Local,Kauffman Stadium
37886,Boston Red Sox,0,8,3,https://www.baseball-reference.com/boxes/DET/DET201608200.shtml,"Saturday, August 20, 2016",,2:36,"Night Game, on grass",Detroit Tigers,0,6,2,Start Time: 8:30 p.m. Local,Comerica Park
48113,Chicago Cubs,0,15,9,https://www.baseball-reference.com/boxes/COL/COL201608200.shtml,"Saturday, August 20, 2016",,3:05,"Night Game, on grass",Colorado Rockies,2,5,2,Start Time: 6:10 p.m. Local,Coors Field
33604,Toronto Blue Jays,2,14,6,https://www.baseball-reference.com/boxes/CLE/CLE201608200.shtml,"Saturday, August 20, 2016",,3:00,"Night Game, on grass",Cleveland Indians,0,6,5,Start Time: 7:10 p.m. Local,Progressive Field
29735,Los Angeles Dodgers,0,3,1,https://www.baseball-reference.com/boxes/CIN/CIN201608200.shtml,"Saturday, August 20, 2016",,2:53,"Night Game, on grass",Cincinnati Reds,0,18,11,Start Time: 7:10 p.m. Local,Great American Ball Park
21178,Oakland Athletics,0,6,2,https://www.baseball-reference.com/boxes/CHA/CHA201608200.shtml,"Saturday, August 20, 2016",,2:33,"Night Game, on grass",Chicago White Sox,0,10,6,Start Time: 6:11 p.m. Local,U.S. Cellular Field
39373,Houston Astros,0,14,12,https://www.baseball-reference.com/boxes/BAL/BAL201608200.shtml,"Saturday, August 20, 2016",,3:21,"Night Game, on grass",Baltimore Orioles,1,7,2,Start Time: 7:07 p.m. Local,Oriole Park at Camden Yards
42421,Washington Nationals,1,17,11,https://www.baseball-reference.com/boxes/ATL/ATL201608200.shtml,"Saturday, August 20, 2016",,3:26,"Night Game, on grass",Atlanta Braves,0,12,9,Start Time: 7:11 p.m. Local,Turner Field
44129,New York Yankees,0,8,5,https://www.baseball-reference.com/boxes/ANA/ANA201608200.shtml,"Saturday, August 20, 2016",,2:51,"Night Game, on grass",Los Angeles Angels of Anaheim,1,4,1,Start Time: 6:45 p.m. Local,Angel Stadium of Anaheim
15109,Texas Rangers,1,11,6,https://www.baseball-reference.com/boxes/TBA/TBA201608190.shtml,"Friday, August 19, 2016",,2:56,"Night Game, on turf",Tampa Bay Rays,0,6,2,Start Time: 7:11 p.m. Local,Tropicana Field
41434,New York Mets,2,11,1,https://www.baseball-reference.com/boxes/SFN/SFN201608190.shtml,"Friday, August 19, 2016",,2:54,"Night Game, on grass",San Francisco Giants,0,15,8,Start Time: 7:26 p.m. Local,AT&T Park
37758,Milwaukee Brewers,3,11,6,https://www.baseball-reference.com/boxes/SEA/SEA201608190.shtml,"Friday, August 19, 2016",,3:21,"Night Game, on grass",Seattle Mariners,0,11,7,Start Time: 7:10 p.m. Local,Safeco Field
26080,Arizona Diamondbacks,0,13,4,https://www.baseball-reference.com/boxes/SDN/SDN201608190.shtml,"Friday, August 19, 2016",,3:58,"Night Game, on grass",San Diego Padres,1,11,7,Start Time: 7:40 p.m. Local,Petco Park
32357,Miami Marlins,1,16,6,https://www.baseball-reference.com/boxes/PIT/PIT201608190.shtml,"Friday, August 19, 2016",,3:36,"Night Game, on grass",Pittsburgh Pirates,2,12,5,Start Time: 7:07 p.m. Local,PNC Park
20627,St. Louis Cardinals,0,9,4,https://www.baseball-reference.com/boxes/PHI/PHI201608190.shtml,"Friday, August 19, 2016",,3:54,"Night Game, on grass",Philadelphia Phillies,0,11,3,Start Time: 7:09 p.m. Local,Citizens Bank Park
28463,Minnesota Twins,0,7,4,https://www.baseball-reference.com/boxes/KCA/KCA201608190.shtml,"Friday, August 19, 2016",,3:44,"Night Game, on grass",Kansas City Royals,0,12,5,Start Time: 7:16 p.m. Local,Kauffman Stadium
36108,Boston Red Sox,1,16,10,https://www.baseball-reference.com/boxes/DET/DET201608190.shtml,"Friday, August 19, 2016",,2:46,"Night Game, on grass",Detroit Tigers,0,4,2,Start Time: 7:10 p.m. Local,Comerica Park
43950,Chicago Cubs,2,12,6,https://www.baseball-reference.com/boxes/COL/COL201608190.shtml,"Friday, August 19, 2016",,3:47,"Night Game, on grass",Colorado Rockies,0,11,7,Start Time: 8:50 p.m. Local,Coors Field
14108,Miami Marlins,2,8,4,https://www.baseball-reference.com/boxes/CIN/CIN201608180.shtml,"Thursday, August 18, 2016",,2:40,"Night Game, on grass",Cincinnati Reds,2,8,5,Start Time: 7:10 p.m. Local,Great American Ball Park
41407,Milwaukee Brewers,0,6,6,https://www.baseball-reference.com/boxes/CHN/CHN201608180.shtml,"Thursday, August 18, 2016",,3:21,"Day Game, on grass",Chicago Cubs,0,14,9,Start Time: 1:20 p.m. Local,Wrigley Field
20288,Houston Astros,0,7,5,https://www.baseball-reference.com/boxes/BAL/BAL201608180.shtml,"Thursday, August 18, 2016",,2:40,"Night Game, on grass",Baltimore Orioles,1,18,13,Start Time: 7:07 p.m. Local,Oriole Park at Camden Yards
24099,Washington Nationals,1,6,8,https://www.baseball-reference.com/boxes/ATL/ATL201608180.shtml,"Thursday, August 18, 2016",,3:32,"Night Game, on grass",Atlanta Braves,2,7,2,Start Time: 8:26 p.m. Local,Turner Field
